Codigo;Decibelios medidos;Fecha/Hora medicion
BI-RUI-022;76.20;2026-05-29 09:39:43.49
BI-RUI-C032;59.00;2026-05-29 09:39:46.43
BI-RUI-010;64.698;2026-05-29 09:40:22.123
BI-RUI-005;72.939;2026-05-29 09:40:25.7
BI-RUI-C012;64.3;2026-05-29 09:40:37.22
BI-RUI-P002;46.3;2026-05-29 09:40:52.923
BI-RUI-C019;49.70;2026-05-29 09:41:00.097
BI-RUI-C014;54.60;2026-05-29 09:41:06.49
BI-RUI-BR6;62.460;2026-05-29 09:41:34.867
BI-RUI-C012;65.0;2026-05-29 09:41:47.807
BI-RUI-P010;68.9;2026-05-29 09:42:09.653
BI-RUI-C025;48.20;2026-05-29 09:42:17.25
BI-RUI-C023;69.6;2026-05-29 09:42:17.5
BI-RUI-P005;68.0;2026-05-29 09:42:42.487
BI-RUI-C020;53.40;2026-05-29 09:43:04.537
BI-RUI-C012;59.5;2026-05-29 09:43:04.553
BI-RUI-C022;61.6;2026-05-29 09:43:11.897
BI-RUI-P001;67.5;2026-05-29 09:43:38.167
BI-RUI-C010;56.8;2026-05-29 09:43:45.92
BI-RUI-015;65.416;2026-05-29 09:43:48.95
BI-RUI-C008;58.4;2026-05-29 09:44:08.813
BI-RUI-C011;47.90;2026-05-29 09:44:15.39
BI-RUI-BR2;64.5;2026-05-29 09:44:18.19
BI-RUI-C012;60.1;2026-05-29 09:44:25.61
BI-RUI-C001;67.5;2026-05-29 09:44:27.347
BI-RUI-025;63.10;2026-05-29 09:44:36.3
BI-RUI-019;68.761;2026-05-29 09:45:07.867
BI-RUI-C004;73.9;2026-05-29 09:45:08.103
BI-RUI-017;66.629;2026-05-29 09:45:32.34
BI-RUI-004;71.596;2026-05-29 09:45:41.937
BI-RUI-C012;61.7;2026-05-29 09:45:42.233
BI-RUI-C023;71.3;2026-05-29 09:45:50.577
BI-RUI-006;64.888;2026-05-29 09:46:03.22
BI-RUI-C016;61.7;2026-05-29 09:46:14.27
BI-RUI-001;61.843;2026-05-29 09:46:23.88
BI-RUI-C012;63.1;2026-05-29 09:46:59.837
BI-RUI-C025;50.90;2026-05-29 09:47:43.313
BI-RUI-BR7;51.100;2026-05-29 09:47:47.547
BI-RUI-P011;70.3;2026-05-29 09:48:07.41
BI-RUI-C012;61.5;2026-05-29 09:48:16.007
BI-RUI-009;66.905;2026-05-29 09:48:20.1
BI-RUI-C003;55.00;2026-05-29 09:48:27.82
BI-RUI-BR11;63.093;2026-05-29 09:48:34.43
BI-RUI-C033;55.80;2026-05-29 09:48:51.573
BI-RUI-C002;65.4;2026-05-29 09:49:02.513
BI-RUI-C023;72.0;2026-05-29 09:49:08.73
BI-RUI-C013;64.0;2026-05-29 09:49:13.64
BI-RUI-P012;70.2;2026-05-29 09:49:18.657
BI-RUI-C012;62.6;2026-05-29 09:49:31.72
BI-RUI-C017;54.60;2026-05-29 09:49:33.89
BI-RUI-P009;70.0;2026-05-29 09:49:44.47
BI-RUI-P013;67.6;2026-05-29 09:49:47.66
BI-RUI-BR15;68.70;2026-05-29 09:50:12.523
BI-RUI-C012;61.4;2026-05-29 09:50:44.887
BI-RUI-011;65.805;2026-05-29 09:51:06.0
BI-RUI-007;65.093;2026-05-29 09:51:19.283
BI-RUI-P006;74.9;2026-05-29 09:51:49.927
BI-RUI-C023;72.8;2026-05-29 09:52:27.403
BI-RUI-P014;65.9;2026-05-29 09:52:28.48
BI-RUI-021;57.60;2026-05-29 09:52:30.01
BI-RUI-C034;58.50;2026-05-29 09:52:53.843
BI-RUI-023;66.80;2026-05-29 09:53:02.563
BI-RUI-C025;50.10;2026-05-29 09:53:09.47
BI-RUI-C018;66.10;2026-05-29 09:53:15.893
BI-RUI-C012;60.6;2026-05-29 09:53:18.347
BI-RUI-C006;75.9;2026-05-29 09:53:24.397
BI-RUI-C021;55.10;2026-05-29 09:53:24.897
BI-RUI-P007;65.9;2026-05-29 09:53:52.133
BI-RUI-020;59.90;2026-05-29 09:53:55.273
BI-RUI-008;56.218;2026-05-29 09:54:10.417
BI-RUI-C012;59.4;2026-05-29 09:54:36.937
BI-RUI-022;65.00;2026-05-29 09:54:57.363
BI-RUI-C032;58.60;2026-05-29 09:55:05.097
BI-RUI-C015;54.00;2026-05-29 09:55:06.99
BI-RUI-010;64.800;2026-05-29 09:55:15.553
BI-RUI-005;63.566;2026-05-29 09:55:30.18
BI-RUI-C023;73.2;2026-05-29 09:55:38.727
BI-RUI-P002;47.8;2026-05-29 09:55:53.417
BI-RUI-C012;62.1;2026-05-29 09:55:53.84
BI-RUI-C019;66.80;2026-05-29 09:56:32.267
BI-RUI-BR6;58.248;2026-05-29 09:56:36.5
BI-RUI-C014;56.80;2026-05-29 09:56:39.097
BI-RUI-C012;62.1;2026-05-29 09:57:01.833
BI-RUI-P010;68.8;2026-05-29 09:57:09.71
BI-RUI-P005;67.5;2026-05-29 09:57:42.823
BI-RUI-C012;61.3;2026-05-29 09:58:20.283
BI-RUI-C022;62.2;2026-05-29 09:58:30.067
BI-RUI-C020;59.70;2026-05-29 09:58:30.283
BI-RUI-C025;50.10;2026-05-29 09:58:36.05
BI-RUI-P001;70.7;2026-05-29 09:58:38.643
BI-RUI-015;73.575;2026-05-29 09:58:53.35
BI-RUI-C023;69.5;2026-05-29 09:59:01.087
BI-RUI-C008;57.3;2026-05-29 09:59:30.997
BI-RUI-BR2;63.5;2026-05-29 09:59:34.263
BI-RUI-C001;67.0;2026-05-29 09:59:39.733
BI-RUI-C012;62.3;2026-05-29 09:59:41.543
BI-RUI-025;63.40;2026-05-29 09:59:43.437
BI-RUI-C011;47.60;2026-05-29 09:59:45.623
BI-RUI-004;73.427;2026-05-29 10:01:04.917
BI-RUI-019;68.510;2026-05-29 10:01:04.917
BI-RUI-C010;56.5;2026-05-29 10:01:04.917
BI-RUI-017;62.985;2026-05-29 10:01:04.917
BI-RUI-C012;62.4;2026-05-29 10:01:04.917
BI-RUI-C004;73.9;2026-05-29 10:01:04.917
BI-RUI-C016;62.0;2026-05-29 10:01:32.14
BI-RUI-006;68.323;2026-05-29 10:01:32.14
BI-RUI-001;61.708;2026-05-29 10:01:32.14
BI-RUI-C023;71.0;2026-05-29 10:02:18.333
BI-RUI-P011;69.1;2026-05-29 10:03:07.92
BI-RUI-009;68.974;2026-05-29 10:03:10.56
BI-RUI-C012;58.7;2026-05-29 10:03:31.94
BI-RUI-BR11;65.183;2026-05-29 10:03:44.643
BI-RUI-C003;54.30;2026-05-29 10:03:52.88
BI-RUI-C025;52.40;2026-05-29 10:04:05.177
BI-RUI-C033;52.00;2026-05-29 10:04:10.07
BI-RUI-P012;69.5;2026-05-29 10:04:18.807
BI-RUI-C002;67.5;2026-05-29 10:04:25.853
BI-RUI-C013;65.0;2026-05-29 10:04:30.23
BI-RUI-C012;59.9;2026-05-29 10:04:43.323
BI-RUI-P013;66.7;2026-05-29 10:04:48.263
BI-RUI-C017;55.60;2026-05-29 10:05:02.123
BI-RUI-C023;72.0;2026-05-29 10:05:36.253
BI-RUI-BR15;68.00;2026-05-29 10:05:36.63
BI-RUI-C012;67.9;2026-05-29 10:06:01.947
BI-RUI-011;68.120;2026-05-29 10:06:23.4
BI-RUI-007;62.794;2026-05-29 10:06:36.967
BI-RUI-P006;73.8;2026-05-29 10:06:50.06
BI-RUI-C012;66.2;2026-05-29 10:07:18.957
BI-RUI-P014;68.6;2026-05-29 10:07:28.99
BI-RUI-021;59.50;2026-05-29 10:07:47.337
BI-RUI-C034;56.00;2026-05-29 10:08:12.653
BI-RUI-023;67.90;2026-05-29 10:08:25.437
BI-RUI-C021;56.80;2026-05-29 10:08:34.92
BI-RUI-C018;61.00;2026-05-29 10:08:35.203
BI-RUI-C012;63.9;2026-05-29 10:08:37.72
BI-RUI-C006;75.9;2026-05-29 10:08:40.593
BI-RUI-C023;71.9;2026-05-29 10:08:45.487
BI-RUI-008;65.731;2026-05-29 10:09:03.817
BI-RUI-020;61.90;2026-05-29 10:09:13.317
BI-RUI-C025;47.60;2026-05-29 10:09:28.523
BI-RUI-C012;60.5;2026-05-29 10:09:55.463
BI-RUI-023;72.00;2026-05-29 10:10:10.543
BI-RUI-022;69.90;2026-05-29 10:10:14.513
BI-RUI-005;66.125;2026-05-29 10:10:17.467
BI-RUI-010;67.665;2026-05-29 10:10:24.203
BI-RUI-C032;59.50;2026-05-29 10:10:25.877
BI-RUI-C015;55.00;2026-05-29 10:10:45.69
BI-RUI-C012;61.5;2026-05-29 10:11:13.553
BI-RUI-BR6;54.585;2026-05-29 10:11:36.45
BI-RUI-C023;74.5;2026-05-29 10:11:58.047
BI-RUI-C019;64.30;2026-05-29 10:12:00.42
BI-RUI-C014;59.00;2026-05-29 10:12:05.67
BI-RUI-P010;67.9;2026-05-29 10:12:10.25
BI-RUI-C012;62.8;2026-05-29 10:12:29.613
BI-RUI-P005;66.4;2026-05-29 10:12:43.317
BI-RUI-C012;61.5;2026-05-29 10:13:40.263
BI-RUI-015;68.320;2026-05-29 10:13:49.17
BI-RUI-C020;56.80;2026-05-29 10:13:51.687
BI-RUI-C025;52.50;2026-05-29 10:14:49.07
BI-RUI-C008;61.3;2026-05-29 10:14:50.523
BI-RUI-BR2;64.4;2026-05-29 10:14:50.883
BI-RUI-C022;62.3;2026-05-29 10:14:50.977
BI-RUI-C001;68.2;2026-05-29 10:14:51.133
BI-RUI-C012;62.8;2026-05-29 10:14:57.323
BI-RUI-025;63.50;2026-05-29 10:15:00.277
BI-RUI-C023;74.0;2026-05-29 10:15:07.137
BI-RUI-C011;48.00;2026-05-29 10:15:16.06
BI-RUI-019;71.537;2026-05-29 10:15:21.56
BI-RUI-017;64.838;2026-05-29 10:15:23.03
BI-RUI-004;71.468;2026-05-29 10:15:51.55
BI-RUI-006;64.039;2026-05-29 10:16:15.427
BI-RUI-C012;62.2;2026-05-29 10:16:15.6
BI-RUI-001;62.945;2026-05-29 10:16:24.553
BI-RUI-C004;73.8;2026-05-29 10:16:44.12
BI-RUI-C016;63.8;2026-05-29 10:16:52.95
BI-RUI-C010;57.1;2026-05-29 10:16:53.637
BI-RUI-C012;63.3;2026-05-29 10:17:32.0
BI-RUI-P011;70.4;2026-05-29 10:18:08.007
BI-RUI-009;68.410;2026-05-29 10:18:13.49
BI-RUI-C023;74.4;2026-05-29 10:18:24.213
BI-RUI-BR11;61.887;2026-05-29 10:18:34.45
BI-RUI-C012;64.9;2026-05-29 10:18:48.327
BI-RUI-C003;53.90;2026-05-29 10:19:17.58
BI-RUI-P012;68.1;2026-05-29 10:19:19.0
BI-RUI-C033;53.30;2026-05-29 10:19:30.487
BI-RUI-C002;65.4;2026-05-29 10:19:42.897
BI-RUI-P009;75.8;2026-05-29 10:19:44.77
BI-RUI-P013;66.4;2026-05-29 10:19:48.397
BI-RUI-C013;66.2;2026-05-29 10:19:52.333
BI-RUI-C012;64.6;2026-05-29 10:20:05.54
BI-RUI-C025;50.40;2026-05-29 10:20:15.15
BI-RUI-C017;58.90;2026-05-29 10:20:33.747
BI-RUI-BR15;69.20;2026-05-29 10:20:56.733
BI-RUI-007;64.882;2026-05-29 10:21:15.58
BI-RUI-C012;64.0;2026-05-29 10:21:15.707
BI-RUI-011;62.859;2026-05-29 10:21:16.16
BI-RUI-P006;73.1;2026-05-29 10:21:50.197
BI-RUI-C023;73.4;2026-05-29 10:21:54.76
BI-RUI-C012;62.5;2026-05-29 10:22:26.093
BI-RUI-P014;66.1;2026-05-29 10:22:29.467
BI-RUI-021;57.60;2026-05-29 10:23:05.02
BI-RUI-C012;63.9;2026-05-29 10:23:36.133
BI-RUI-C034;53.50;2026-05-29 10:23:38.82
BI-RUI-P007;76.3;2026-05-29 10:23:52.62
BI-RUI-C018;57.70;2026-05-29 10:23:57.357
BI-RUI-C006;75.6;2026-05-29 10:23:58.357
BI-RUI-C021;56.80;2026-05-29 10:24:04.513
BI-RUI-008;70.798;2026-05-29 10:24:07.92
BI-RUI-020;60.60;2026-05-29 10:24:32.97
BI-RUI-C012;62.2;2026-05-29 10:24:53.24
BI-RUI-C023;73.9;2026-05-29 10:25:11.46
BI-RUI-010;72.610;2026-05-29 10:25:13.977
BI-RUI-005;65.200;2026-05-29 10:25:18.367
BI-RUI-023;69.90;2026-05-29 10:25:33.65
BI-RUI-C025;49.40;2026-05-29 10:25:37.23
BI-RUI-022;71.40;2026-05-29 10:25:44.543
BI-RUI-C032;59.60;2026-05-29 10:25:49.827
BI-RUI-P002;46.7;2026-05-29 10:25:54.2
BI-RUI-C012;59.4;2026-05-29 10:26:05.36
BI-RUI-C021;47.10;2026-05-29 10:26:05.937
BI-RUI-C015;56.80;2026-05-29 10:26:18.453
BI-RUI-BR6;56.662;2026-05-29 10:26:35.77
BI-RUI-C012;62.1;2026-05-29 10:27:13.243
BI-RUI-023;57.50;2026-05-29 10:27:20.043
BI-RUI-C019;52.20;2026-05-29 10:27:32.67
BI-RUI-C014;60.90;2026-05-29 10:27:33.043
BI-RUI-P005;75.2;2026-05-29 10:27:43.95
BI-RUI-C021;59.70;2026-05-29 10:27:55.33
BI-RUI-C023;73.5;2026-05-29 10:28:18.613
BI-RUI-P001;67.5;2026-05-29 10:28:39.193
BI-RUI-C012;60.6;2026-05-29 10:28:42.117
BI-RUI-015;68.257;2026-05-29 10:28:52.273
BI-RUI-C020;55.00;2026-05-29 10:29:18.247
BI-RUI-C012;62.0;2026-05-29 10:29:59.88
BI-RUI-C008;61.5;2026-05-29 10:30:00.817
BI-RUI-C022;64.5;2026-05-29 10:30:06.927
BI-RUI-BR2;65.0;2026-05-29 10:30:07.897
BI-RUI-C001;66.9;2026-05-29 10:30:08.753
BI-RUI-025;64.20;2026-05-29 10:30:17.96
BI-RUI-019;69.678;2026-05-29 10:30:23.43
BI-RUI-017;63.418;2026-05-29 10:30:30.303
BI-RUI-C011;49.40;2026-05-29 10:30:45.573
BI-RUI-004;71.703;2026-05-29 10:30:57.7
BI-RUI-C025;50.90;2026-05-29 10:31:03.48
BI-RUI-006;57.929;2026-05-29 10:31:15.36
BI-RUI-C012;61.0;2026-05-29 10:31:16.61
BI-RUI-001;61.181;2026-05-29 10:31:28.297
BI-RUI-C023;72.8;2026-05-29 10:31:35.91
BI-RUI-C004;73.8;2026-05-29 10:32:01.13
BI-RUI-C016;63.9;2026-05-29 10:32:06.537
BI-RUI-C010;56.3;2026-05-29 10:32:22.417
BI-RUI-C012;62.6;2026-05-29 10:32:33.057
BI-RUI-BR7;51.745;2026-05-29 10:33:07.72
BI-RUI-P011;70.5;2026-05-29 10:33:08.627
BI-RUI-009;68.523;2026-05-29 10:33:23.22
BI-RUI-BR11;61.831;2026-05-29 10:33:34.38
BI-RUI-C012;60.3;2026-05-29 10:33:44.193
BI-RUI-P012;68.9;2026-05-29 10:34:19.247
BI-RUI-C003;55.30;2026-05-29 10:34:34.997
BI-RUI-P009;67.5;2026-05-29 10:34:45.17
BI-RUI-C033;54.50;2026-05-29 10:34:47.937
BI-RUI-C023;73.2;2026-05-29 10:34:53.937
BI-RUI-C002;65.1;2026-05-29 10:34:59.11
BI-RUI-C012;63.0;2026-05-29 10:35:02.3
BI-RUI-C013;66.0;2026-05-29 10:35:09.05
BI-RUI-C017;57.90;2026-05-29 10:36:01.683
BI-RUI-011;70.526;2026-05-29 10:36:03.277
BI-RUI-C012;62.7;2026-05-29 10:36:14.527
BI-RUI-BR15;71.30;2026-05-29 10:36:16.247
BI-RUI-007;68.709;2026-05-29 10:36:23.53
BI-RUI-C025;48.50;2026-05-29 10:36:32.157
BI-RUI-P014;65.9;2026-05-29 10:37:29.587
BI-RUI-C012;65.0;2026-05-29 10:37:35.353
BI-RUI-C023;73.5;2026-05-29 10:38:10.42
BI-RUI-021;58.50;2026-05-29 10:38:23.953
BI-RUI-P007;66.4;2026-05-29 10:38:53.113
BI-RUI-C012;61.0;2026-05-29 10:39:00.49
BI-RUI-C034;53.60;2026-05-29 10:39:01.27
BI-RUI-008;65.038;2026-05-29 10:39:10.383
BI-RUI-C006;77.0;2026-05-29 10:39:17.54
BI-RUI-C018;59.40;2026-05-29 10:39:17.773
BI-RUI-020;59.50;2026-05-29 10:40:00.56
BI-RUI-010;63.801;2026-05-29 10:40:16.097
BI-RUI-005;65.837;2026-05-29 10:40:20.957
BI-RUI-P002;46.5;2026-05-29 10:40:54.803
BI-RUI-022;67.90;2026-05-29 10:41:10.353
BI-RUI-C032;62.70;2026-05-29 10:41:10.37
BI-RUI-C012;64.4;2026-05-29 10:41:32.73
BI-RUI-C023;72.0;2026-05-29 10:41:34.34
BI-RUI-C015;55.30;2026-05-29 10:41:35.763
BI-RUI-BR6;57.140;2026-05-29 10:41:37.747
BI-RUI-C025;49.70;2026-05-29 10:41:58.813
BI-RUI-P010;68.3;2026-05-29 10:42:11.173
BI-RUI-023;68.80;2026-05-29 10:42:39.867
BI-RUI-022;63.30;2026-05-29 10:42:43.633
BI-RUI-P005;68.8;2026-05-29 10:42:44.273
BI-RUI-C032;59.20;2026-05-29 10:42:44.553
BI-RUI-C012;66.6;2026-05-29 10:42:49.103
BI-RUI-C014;56.00;2026-05-29 10:42:55.603
BI-RUI-C019;55.50;2026-05-29 10:42:56.4
BI-RUI-C021;58.30;2026-05-29 10:43:25.217
BI-RUI-P001;66.8;2026-05-29 10:43:39.297
BI-RUI-015;69.161;2026-05-29 10:43:52.347
BI-RUI-C012;64.6;2026-05-29 10:43:55.957
BI-RUI-C020;58.90;2026-05-29 10:44:50.917
BI-RUI-C023;71.8;2026-05-29 10:44:51.73
BI-RUI-C008;61.1;2026-05-29 10:45:11.623
BI-RUI-019;68.590;2026-05-29 10:45:11.95
BI-RUI-C012;64.1;2026-05-29 10:45:12.75
BI-RUI-017;64.389;2026-05-29 10:45:19.11
BI-RUI-C022;63.7;2026-05-29 10:45:24.14
BI-RUI-BR2;64.8;2026-05-29 10:45:24.313
BI-RUI-C001;68.0;2026-05-29 10:45:24.453
BI-RUI-025;64.10;2026-05-29 10:45:27.72
BI-RUI-004;76.535;2026-05-29 10:45:45.253
BI-RUI-006;59.110;2026-05-29 10:46:12.82
BI-RUI-C011;49.90;2026-05-29 10:46:19.117
BI-RUI-001;64.263;2026-05-29 10:46:25.853
BI-RUI-C012;60.1;2026-05-29 10:46:29.307
BI-RUI-C025;53.20;2026-05-29 10:47:15.767
BI-RUI-C004;73.9;2026-05-29 10:47:17.033
BI-RUI-C016;65.5;2026-05-29 10:47:26.27
BI-RUI-C010;56.5;2026-05-29 10:47:38.897
BI-RUI-C012;58.0;2026-05-29 10:47:48.053
BI-RUI-C023;71.8;2026-05-29 10:48:00.553
BI-RUI-P011;77.5;2026-05-29 10:48:08.667
BI-RUI-009;69.641;2026-05-29 10:48:13.323
BI-RUI-BR11;63.292;2026-05-29 10:48:47.72
BI-RUI-C012;58.1;2026-05-29 10:49:06.097
BI-RUI-P012;69.0;2026-05-29 10:49:19.427
BI-RUI-P009;67.9;2026-05-29 10:49:45.617
BI-RUI-P013;68.2;2026-05-29 10:49:48.837
BI-RUI-C003;54.30;2026-05-29 10:49:51.307
BI-RUI-C033;53.30;2026-05-29 10:50:06.183
BI-RUI-C012;58.0;2026-05-29 10:50:13.573
BI-RUI-C002;66.2;2026-05-29 10:50:17.78
BI-RUI-C013;64.9;2026-05-29 10:50:39.063
BI-RUI-C023;74.5;2026-05-29 10:51:09.787
BI-RUI-011;66.050;2026-05-29 10:51:15.85
BI-RUI-007;64.502;2026-05-29 10:51:25.99
BI-RUI-BR15;68.20;2026-05-29 10:51:29.367
BI-RUI-C012;61.0;2026-05-29 10:51:30.977
BI-RUI-C017;62.00;2026-05-29 10:51:31.29
BI-RUI-P006;74.6;2026-05-29 10:51:50.84
BI-RUI-P014;65.2;2026-05-29 10:52:29.8
BI-RUI-C012;62.7;2026-05-29 10:52:40.94
BI-RUI-C025;53.50;2026-05-29 10:52:42.097
BI-RUI-021;58.70;2026-05-29 10:53:40.2
BI-RUI-P007;67.3;2026-05-29 10:53:53.297
BI-RUI-C012;64.8;2026-05-29 10:53:54.187
BI-RUI-C034;51.90;2026-05-29 10:54:10.627
BI-RUI-008;58.675;2026-05-29 10:54:10.877
BI-RUI-C018;58.40;2026-05-29 10:54:25.393
BI-RUI-C006;76.6;2026-05-29 10:54:28.363
BI-RUI-C023;77.1;2026-05-29 10:54:34.333
BI-RUI-C012;62.7;2026-05-29 10:55:11.853
BI-RUI-020;61.00;2026-05-29 10:55:12.527
BI-RUI-010;67.578;2026-05-29 10:55:16.557
BI-RUI-005;68.772;2026-05-29 10:55:37.31
BI-RUI-P002;47.8;2026-05-29 10:55:55.25
BI-RUI-C012;64.9;2026-05-29 10:56:32.43
BI-RUI-BR6;55.750;2026-05-29 10:56:36.693
BI-RUI-C015;55.10;2026-05-29 10:56:58.947
BI-RUI-P010;67.7;2026-05-29 10:57:11.683
BI-RUI-C023;72.3;2026-05-29 10:57:41.047
BI-RUI-P005;69.4;2026-05-29 10:57:44.597
BI-RUI-C012;59.1;2026-05-29 10:57:51.377
BI-RUI-023;70.30;2026-05-29 10:57:56.097
BI-RUI-C032;61.70;2026-05-29 10:57:59.52
BI-RUI-022;65.60;2026-05-29 10:58:02.3
BI-RUI-C025;48.70;2026-05-29 10:58:08.067
BI-RUI-C014;56.90;2026-05-29 10:58:24.087
BI-RUI-C019;54.00;2026-05-29 10:58:24.93
BI-RUI-P001;72.6;2026-05-29 10:58:39.417
BI-RUI-015;68.618;2026-05-29 10:58:49.433
BI-RUI-C012;62.1;2026-05-29 10:59:08.327
BI-RUI-023;63.10;2026-05-29 10:59:50.27
BI-RUI-019;68.671;2026-05-29 11:00:16.947
BI-RUI-C020;57.50;2026-05-29 11:00:19.243
BI-RUI-C008;62.9;2026-05-29 11:01:19.377
BI-RUI-BR2;68.2;2026-05-29 11:01:19.377
BI-RUI-C001;71.2;2026-05-29 11:01:19.377
BI-RUI-025;64.80;2026-05-29 11:01:19.377
BI-RUI-004;73.635;2026-05-29 11:01:19.377
BI-RUI-C023;73.2;2026-05-29 11:01:19.377
BI-RUI-C022;63.0;2026-05-29 11:01:19.377
BI-RUI-017;66.236;2026-05-29 11:01:19.377
BI-RUI-C012;61.4;2026-05-29 11:01:19.377
BI-RUI-006;62.579;2026-05-29 11:01:19.377
BI-RUI-001;64.927;2026-05-29 11:01:49.477
BI-RUI-C011;51.00;2026-05-29 11:01:49.477
BI-RUI-025;66.40;2026-05-29 11:02:18.497
BI-RUI-C016;65.3;2026-05-29 11:02:37.09
BI-RUI-C004;74.2;2026-05-29 11:02:39.0
BI-RUI-C012;59.1;2026-05-29 11:03:05.41
BI-RUI-C010;60.1;2026-05-29 11:03:07.627
BI-RUI-P011;73.2;2026-05-29 11:03:08.737
BI-RUI-C011;51.90;2026-05-29 11:03:19.27
BI-RUI-009;69.897;2026-05-29 11:03:30.177
BI-RUI-BR11;62.445;2026-05-29 11:03:32.443
BI-RUI-C025;54.80;2026-05-29 11:03:34.257
BI-RUI-P012;69.9;2026-05-29 11:04:19.67
BI-RUI-C012;58.8;2026-05-29 11:04:22.2
BI-RUI-P013;67.0;2026-05-29 11:04:49.41
BI-RUI-C003;56.60;2026-05-29 11:05:08.49
BI-RUI-C002;69.5;2026-05-29 11:05:35.68
BI-RUI-C033;55.20;2026-05-29 11:05:35.68
BI-RUI-C023;73.6;2026-05-29 11:05:39.04
BI-RUI-C012;61.7;2026-05-29 11:05:40.447
BI-RUI-011;65.202;2026-05-29 11:06:11.843
BI-RUI-007;65.768;2026-05-29 11:06:23.61
BI-RUI-BR15;68.90;2026-05-29 11:06:48.6
BI-RUI-P006;74.3;2026-05-29 11:06:51.253
BI-RUI-C013;66.0;2026-05-29 11:06:56.96
BI-RUI-C017;55.50;2026-05-29 11:06:57.613
BI-RUI-C012;60.2;2026-05-29 11:07:03.053
BI-RUI-C033;49.70;2026-05-29 11:07:17.977
BI-RUI-P014;66.8;2026-05-29 11:07:30.45
BI-RUI-C012;59.5;2026-05-29 11:08:23.253
BI-RUI-C023;74.5;2026-05-29 11:08:45.693
BI-RUI-C025;51.80;2026-05-29 11:08:54.257
BI-RUI-021;60.50;2026-05-29 11:09:00.523
BI-RUI-008;63.620;2026-05-29 11:09:19.01
BI-RUI-C034;53.80;2026-05-29 11:09:26.56
BI-RUI-C006;76.9;2026-05-29 11:09:39.45
BI-RUI-C018;58.00;2026-05-29 11:09:44.843
BI-RUI-010;71.441;2026-05-29 11:10:22.99
BI-RUI-020;61.80;2026-05-29 11:10:34.867
BI-RUI-005;71.944;2026-05-29 11:10:36.13
BI-RUI-C012;61.6;2026-05-29 11:10:53.73
BI-RUI-BR6;56.770;2026-05-29 11:11:33.297
BI-RUI-C023;73.9;2026-05-29 11:12:03.613
BI-RUI-P010;69.6;2026-05-29 11:12:11.693
BI-RUI-C012;57.0;2026-05-29 11:12:15.21
BI-RUI-C015;57.10;2026-05-29 11:12:27.383
BI-RUI-P005;66.0;2026-05-29 11:12:44.637
BI-RUI-C032;61.50;2026-05-29 11:13:19.267
BI-RUI-022;66.70;2026-05-29 11:13:19.313
BI-RUI-C012;55.9;2026-05-29 11:13:22.47
BI-RUI-C019;56.80;2026-05-29 11:13:45.287
BI-RUI-C014;55.90;2026-05-29 11:13:51.787
BI-RUI-015;63.518;2026-05-29 11:14:01.647
BI-RUI-C025;51.50;2026-05-29 11:14:12.007
BI-RUI-C012;60.1;2026-05-29 11:14:39.653
BI-RUI-023;69.90;2026-05-29 11:15:12.703
BI-RUI-C021;58.10;2026-05-29 11:15:14.33
BI-RUI-C023;74.2;2026-05-29 11:15:16.347
BI-RUI-019;69.087;2026-05-29 11:15:27.91
BI-RUI-017;62.429;2026-05-29 11:15:28.91
BI-RUI-C020;58.30;2026-05-29 11:15:47.71
BI-RUI-C012;64.3;2026-05-29 11:15:47.943
BI-RUI-004;73.849;2026-05-29 11:15:54.087
BI-RUI-006;58.109;2026-05-29 11:16:12.137
BI-RUI-001;63.757;2026-05-29 11:16:28.827
BI-RUI-BR2;65.3;2026-05-29 11:16:56.547
BI-RUI-C012;59.1;2026-05-29 11:17:06.347
BI-RUI-C022;64.6;2026-05-29 11:17:12.957
BI-RUI-C001;72.1;2026-05-29 11:17:21.16
BI-RUI-025;64.30;2026-05-29 11:17:35.273
BI-RUI-C008;61.1;2026-05-29 11:17:35.273
BI-RUI-C016;65.2;2026-05-29 11:17:48.557
BI-RUI-C004;75.0;2026-05-29 11:18:07.26
BI-RUI-P011;70.4;2026-05-29 11:18:09.323
BI-RUI-BR7;55.451;2026-05-29 11:18:10.403
BI-RUI-C010;60.4;2026-05-29 11:18:20.483
BI-RUI-C012;57.6;2026-05-29 11:18:21.31
BI-RUI-009;69.109;2026-05-29 11:18:21.797
BI-RUI-BR11;63.736;2026-05-29 11:18:32.077
BI-RUI-C023;71.8;2026-05-29 11:18:35.813
BI-RUI-C011;50.60;2026-05-29 11:18:45.847
BI-RUI-P012;69.5;2026-05-29 11:19:19.867
BI-RUI-C025;51.80;2026-05-29 11:19:38.87
BI-RUI-C012;61.0;2026-05-29 11:19:44.79
BI-RUI-P009;70.0;2026-05-29 11:19:46.76
BI-RUI-P013;67.3;2026-05-29 11:19:49.667
BI-RUI-C003;54.30;2026-05-29 11:20:21.437
BI-RUI-C002;75.5;2026-05-29 11:20:51.253
BI-RUI-C012;61.7;2026-05-29 11:21:03.333
BI-RUI-011;68.681;2026-05-29 11:21:04.367
BI-RUI-007;67.460;2026-05-29 11:21:19.993
BI-RUI-P006;73.4;2026-05-29 11:21:51.623
BI-RUI-C023;72.1;2026-05-29 11:21:54.89
BI-RUI-BR15;70.30;2026-05-29 11:22:11.377
BI-RUI-C013;68.7;2026-05-29 11:22:18.253
