Codigo;Decibelios medidos;Fecha/Hora medicion
BI-RUI-P011;70.5;2026-06-04 07:37:00.02
BI-RUI-C017;48.90;2026-06-04 07:37:01.83
BI-RUI-C004;56.8;2026-06-04 07:37:24.037
BI-RUI-P009;68.3;2026-06-04 07:37:33.04
BI-RUI-C012;48.7;2026-06-04 07:37:44.917
BI-RUI-C031;47.10;2026-06-04 07:37:48.09
BI-RUI-C002;55.7;2026-06-04 07:38:25.64
BI-RUI-C012;54.0;2026-06-04 07:38:51.973
BI-RUI-BR1;58.6;2026-06-04 07:38:56.067
BI-RUI-C023;71.9;2026-06-04 07:39:25.103
BI-RUI-C010;52.4;2026-06-04 07:39:25.917
BI-RUI-008;50.025;2026-06-04 07:39:26.133
BI-RUI-BR15;66.20;2026-06-04 07:39:40.323
BI-RUI-C012;53.2;2026-06-04 07:40:08.877
BI-RUI-C011;45.30;2026-06-04 07:40:11.11
BI-RUI-C016;52.6;2026-06-04 07:40:20.517
BI-RUI-005;68.964;2026-06-04 07:40:22.61
BI-RUI-P014;50.9;2026-06-04 07:40:29.88
BI-RUI-010;56.584;2026-06-04 07:40:39.287
BI-RUI-022;64.10;2026-06-04 07:40:49.177
BI-RUI-C032;53.40;2026-06-04 07:40:55.523
BI-RUI-C025;46.40;2026-06-04 07:41:09.463
BI-RUI-C012;58.7;2026-06-04 07:41:19.683
BI-RUI-C026;55.5;2026-06-04 07:41:30.043
BI-RUI-BR8;59.20;2026-06-04 07:41:54.11
BI-RUI-P007;68.6;2026-06-04 07:41:55.14
BI-RUI-BR6;54.748;2026-06-04 07:41:58.14
BI-RUI-C019;41.80;2026-06-04 07:42:01.453
BI-RUI-C012;52.8;2026-06-04 07:42:27.363
BI-RUI-C003;55.10;2026-06-04 07:42:28.317
BI-RUI-C023;70.7;2026-06-04 07:42:42.57
BI-RUI-C021;42.70;2026-06-04 07:42:43.633
BI-RUI-C013;60.7;2026-06-04 07:42:44.553
BI-RUI-C012;53.3;2026-06-04 07:43:34.67
BI-RUI-P002;43.8;2026-06-04 07:43:43.44
BI-RUI-C014;55.40;2026-06-04 07:43:54.003
BI-RUI-015;68.670;2026-06-04 07:43:59.55
BI-RUI-C012;53.9;2026-06-04 07:44:51.997
BI-RUI-P010;69.3;2026-06-04 07:45:06.403
BI-RUI-C005;57.3;2026-06-04 07:45:24.03
BI-RUI-019;69.117;2026-06-04 07:45:25.28
BI-RUI-017;63.872;2026-06-04 07:45:29.267
BI-RUI-P005;68.0;2026-06-04 07:45:50.957
BI-RUI-004;67.302;2026-06-04 07:45:53.707
BI-RUI-C024;66.3;2026-06-04 07:45:54.083
BI-RUI-C023;69.8;2026-06-04 07:45:59.443
BI-RUI-C012;55.8;2026-06-04 07:46:02.647
BI-RUI-006;63.771;2026-06-04 07:46:06.787
BI-RUI-001;59.585;2026-06-04 07:46:16.413
BI-RUI-C025;56.30;2026-06-04 07:46:31.12
BI-RUI-P001;58.0;2026-06-04 07:46:36.777
BI-RUI-C033;55.40;2026-06-04 07:46:47.637
BI-RUI-C012;66.7;2026-06-04 07:47:18.423
BI-RUI-021;54.80;2026-06-04 07:48:19.65
BI-RUI-009;62.942;2026-06-04 07:48:32.997
BI-RUI-C012;70.2;2026-06-04 07:48:34.827
BI-RUI-BR11;62.015;2026-06-04 07:48:47.077
BI-RUI-C023;71.7;2026-06-04 07:49:12.69
BI-RUI-023;67.80;2026-06-04 07:49:35.32
BI-RUI-C018;52.50;2026-06-04 07:49:44.18
BI-RUI-025;64.90;2026-06-04 07:49:47.68
BI-RUI-C012;70.8;2026-06-04 07:49:52.993
BI-RUI-C022;61.3;2026-06-04 07:49:54.15
BI-RUI-C006;76.2;2026-06-04 07:49:56.277
BI-RUI-C001;66.1;2026-06-04 07:50:37.017
BI-RUI-C008;64.3;2026-06-04 07:50:37.407
BI-RUI-C012;66.8;2026-06-04 07:51:08.503
BI-RUI-P012;73.4;2026-06-04 07:51:12.317
BI-RUI-011;61.101;2026-06-04 07:51:14.27
BI-RUI-007;61.937;2026-06-04 07:51:36.18
BI-RUI-C034;48.40;2026-06-04 07:51:45.9
BI-RUI-C026;53.8;2026-06-04 07:51:50.62
BI-RUI-C025;45.80;2026-06-04 07:51:52.12
BI-RUI-BR2;57.5;2026-06-04 07:51:57.887
BI-RUI-P011;68.4;2026-06-04 07:52:00.56
BI-RUI-020;57.10;2026-06-04 07:52:14.86
BI-RUI-C012;66.8;2026-06-04 07:52:25.33
BI-RUI-C017;49.90;2026-06-04 07:52:27.923
BI-RUI-C015;52.60;2026-06-04 07:52:29.673
BI-RUI-C023;73.4;2026-06-04 07:52:29.907
BI-RUI-P009;68.7;2026-06-04 07:52:33.19
BI-RUI-C004;59.3;2026-06-04 07:52:46.05
BI-RUI-P013;68.7;2026-06-04 07:52:59.52
BI-RUI-C031;49.50;2026-06-04 07:53:11.337
BI-RUI-C012;55.5;2026-06-04 07:53:42.62
BI-RUI-C002;57.1;2026-06-04 07:53:42.7
BI-RUI-BR1;62.8;2026-06-04 07:54:02.577
BI-RUI-008;55.561;2026-06-04 07:54:15.703
BI-RUI-P006;74.7;2026-06-04 07:54:41.52
BI-RUI-C010;53.2;2026-06-04 07:54:44.13
BI-RUI-C012;59.4;2026-06-04 07:54:57.977
BI-RUI-BR15;65.90;2026-06-04 07:55:06.4
BI-RUI-005;69.469;2026-06-04 07:55:26.637
BI-RUI-P014;51.6;2026-06-04 07:55:29.903
BI-RUI-010;65.420;2026-06-04 07:55:30.747
BI-RUI-C016;54.8;2026-06-04 07:55:37.013
BI-RUI-C011;45.70;2026-06-04 07:55:38.827
BI-RUI-C023;71.6;2026-06-04 07:55:42.013
BI-RUI-022;62.80;2026-06-04 07:56:07.3
BI-RUI-C012;52.7;2026-06-04 07:56:13.3
BI-RUI-C032;61.20;2026-06-04 07:56:14.723
BI-RUI-BR6;58.103;2026-06-04 07:56:47.43
BI-RUI-P007;67.3;2026-06-04 07:56:55.493
BI-RUI-C025;45.70;2026-06-04 07:57:17.92
BI-RUI-BR8;60.50;2026-06-04 07:57:21.513
BI-RUI-C012;54.9;2026-06-04 07:57:23.81
BI-RUI-C003;55.30;2026-06-04 07:57:35.36
BI-RUI-C019;52.10;2026-06-04 07:57:42.25
BI-RUI-C021;46.30;2026-06-04 07:58:00.893
BI-RUI-C013;60.4;2026-06-04 07:58:06.24
BI-RUI-C012;53.1;2026-06-04 07:58:40.12
BI-RUI-P002;43.8;2026-06-04 07:58:43.93
BI-RUI-015;65.915;2026-06-04 07:58:53.497
BI-RUI-C023;71.3;2026-06-04 07:58:58.027
BI-RUI-C014;55.10;2026-06-04 07:59:21.593
BI-RUI-C012;56.3;2026-06-04 07:59:55.693
BI-RUI-P010;72.3;2026-06-04 08:00:06.71
BI-RUI-C005;56.2;2026-06-04 08:01:10.517
BI-RUI-004;66.387;2026-06-04 08:01:10.517
BI-RUI-017;53.712;2026-06-04 08:01:10.517
BI-RUI-P005;68.6;2026-06-04 08:01:10.517
BI-RUI-001;60.372;2026-06-04 08:01:52.13
BI-RUI-C012;56.0;2026-06-04 08:01:52.13
BI-RUI-C024;66.7;2026-06-04 08:01:52.13
BI-RUI-006;53.233;2026-06-04 08:01:52.13
BI-RUI-P001;58.9;2026-06-04 08:01:52.13
BI-RUI-C033;61.80;2026-06-04 08:01:59.18
BI-RUI-C026;55.0;2026-06-04 08:02:08.977
BI-RUI-C023;70.0;2026-06-04 08:02:16.01
BI-RUI-C025;50.00;2026-06-04 08:02:35.247
BI-RUI-009;62.337;2026-06-04 08:03:29.71
BI-RUI-021;57.00;2026-06-04 08:03:42.24
BI-RUI-C012;56.2;2026-06-04 08:03:47.07
BI-RUI-BR11;66.280;2026-06-04 08:03:57.027
BI-RUI-023;67.90;2026-06-04 08:04:43.487
BI-RUI-C006;78.0;2026-06-04 08:05:03.24
BI-RUI-025;65.10;2026-06-04 08:05:04.787
BI-RUI-C018;54.90;2026-06-04 08:05:06.05
BI-RUI-C022;61.7;2026-06-04 08:05:07.397
BI-RUI-C012;56.5;2026-06-04 08:05:16.6
BI-RUI-C023;71.8;2026-06-04 08:05:41.573
BI-RUI-C008;64.9;2026-06-04 08:05:47.37
BI-RUI-C001;66.8;2026-06-04 08:05:53.15
BI-RUI-011;60.983;2026-06-04 08:06:04.17
BI-RUI-P012;71.2;2026-06-04 08:06:12.797
BI-RUI-C012;62.3;2026-06-04 08:06:31.923
BI-RUI-007;64.581;2026-06-04 08:06:58.66
BI-RUI-P011;72.1;2026-06-04 08:07:01.083
BI-RUI-C034;52.20;2026-06-04 08:07:03.507
BI-RUI-BR2;61.3;2026-06-04 08:07:04.99
BI-RUI-C012;57.8;2026-06-04 08:07:49.967
BI-RUI-C017;49.10;2026-06-04 08:07:56.763
BI-RUI-C015;54.50;2026-06-04 08:07:58.86
BI-RUI-P013;69.1;2026-06-04 08:08:00.123
BI-RUI-C004;63.5;2026-06-04 08:08:03.06
BI-RUI-C025;48.60;2026-06-04 08:08:03.547
BI-RUI-020;59.50;2026-06-04 08:08:22.94
BI-RUI-C031;52.70;2026-06-04 08:08:40.567
BI-RUI-C002;58.0;2026-06-04 08:08:58.493
BI-RUI-C012;58.0;2026-06-04 08:09:06.227
BI-RUI-BR1;67.7;2026-06-04 08:09:19.09
BI-RUI-008;52.473;2026-06-04 08:09:24.12
BI-RUI-P006;74.6;2026-06-04 08:09:42.14
BI-RUI-C010;57.2;2026-06-04 08:09:56.377
BI-RUI-C023;70.9;2026-06-04 08:10:02.267
BI-RUI-C012;56.9;2026-06-04 08:10:22.99
BI-RUI-BR15;67.80;2026-06-04 08:10:25.443
BI-RUI-005;69.205;2026-06-04 08:10:28.02
BI-RUI-P014;54.1;2026-06-04 08:10:29.927
BI-RUI-010;64.424;2026-06-04 08:10:32.257
BI-RUI-C011;47.20;2026-06-04 08:11:00.9
BI-RUI-C016;56.5;2026-06-04 08:11:01.713
BI-RUI-022;77.20;2026-06-04 08:11:30.42
BI-RUI-C032;56.60;2026-06-04 08:11:31.5
BI-RUI-C012;61.4;2026-06-04 08:11:41.843
BI-RUI-BR6;60.249;2026-06-04 08:11:47.703
BI-RUI-C026;58.5;2026-06-04 08:12:28.133
BI-RUI-BR8;66.00;2026-06-04 08:12:43.9
BI-RUI-C012;60.4;2026-06-04 08:12:52.98
BI-RUI-C003;55.80;2026-06-04 08:12:53.95
BI-RUI-C021;47.00;2026-06-04 08:13:13.763
BI-RUI-C019;46.30;2026-06-04 08:13:15.453
BI-RUI-C013;62.2;2026-06-04 08:13:17.703
BI-RUI-C023;70.5;2026-06-04 08:13:19.157
BI-RUI-C025;46.70;2026-06-04 08:13:20.937
BI-RUI-015;73.335;2026-06-04 08:13:55.317
BI-RUI-C012;56.9;2026-06-04 08:14:11.507
BI-RUI-C014;55.00;2026-06-04 08:14:53.717
BI-RUI-P010;67.9;2026-06-04 08:15:07.127
BI-RUI-C012;58.0;2026-06-04 08:15:25.597
BI-RUI-017;63.759;2026-06-04 08:15:35.897
BI-RUI-019;69.059;2026-06-04 08:15:37.27
BI-RUI-004;67.836;2026-06-04 08:15:44.49
BI-RUI-P005;68.6;2026-06-04 08:15:51.523
BI-RUI-006;65.180;2026-06-04 08:16:15.4
BI-RUI-001;63.352;2026-06-04 08:16:23.997
BI-RUI-C012;63.1;2026-06-04 08:16:42.013
BI-RUI-C023;74.6;2026-06-04 08:16:42.903
BI-RUI-C005;59.0;2026-06-04 08:16:58.5
BI-RUI-C033;57.50;2026-06-04 08:17:23.443
BI-RUI-C012;59.2;2026-06-04 08:17:58.9
BI-RUI-BR7;61.996;2026-06-04 08:17:59.243
BI-RUI-C024;68.5;2026-06-04 08:18:02.54
BI-RUI-009;75.289;2026-06-04 08:18:40.563
BI-RUI-C025;49.40;2026-06-04 08:18:46.86
BI-RUI-BR11;64.804;2026-06-04 08:18:54.097
BI-RUI-021;57.30;2026-06-04 08:18:59.19
BI-RUI-C012;56.0;2026-06-04 08:19:17.223
BI-RUI-023;71.00;2026-06-04 08:19:51.9
BI-RUI-C023;76.5;2026-06-04 08:20:01.327
BI-RUI-C006;81.4;2026-06-04 08:20:10.857
BI-RUI-025;66.20;2026-06-04 08:20:21.767
BI-RUI-C018;52.70;2026-06-04 08:20:22.22
BI-RUI-C022;61.1;2026-06-04 08:20:25.953
BI-RUI-C012;64.3;2026-06-04 08:20:26.03
BI-RUI-C001;68.1;2026-06-04 08:20:59.787
BI-RUI-011;62.611;2026-06-04 08:21:06.99
BI-RUI-C008;64.2;2026-06-04 08:21:08.773
BI-RUI-P012;71.1;2026-06-04 08:21:13.413
BI-RUI-007;63.653;2026-06-04 08:21:36.857
BI-RUI-C012;69.2;2026-06-04 08:21:42.17
BI-RUI-P011;70.8;2026-06-04 08:22:01.657
BI-RUI-BR2;61.2;2026-06-04 08:22:12.033
BI-RUI-C034;50.40;2026-06-04 08:22:15.173
BI-RUI-P009;69.6;2026-06-04 08:22:33.55
BI-RUI-C026;58.7;2026-06-04 08:22:45.77
BI-RUI-C012;69.0;2026-06-04 08:22:59.76
BI-RUI-P013;68.7;2026-06-04 08:23:00.243
BI-RUI-C017;53.90;2026-06-04 08:23:13.823
BI-RUI-C004;66.9;2026-06-04 08:23:20.183
BI-RUI-C023;71.3;2026-06-04 08:23:22.167
BI-RUI-C015;48.90;2026-06-04 08:23:27.59
BI-RUI-020;68.20;2026-06-04 08:23:46.5
BI-RUI-C012;69.6;2026-06-04 08:24:07.847
BI-RUI-C031;52.60;2026-06-04 08:24:08.44
BI-RUI-C002;62.0;2026-06-04 08:24:14.27
BI-RUI-C025;49.40;2026-06-04 08:24:14.55
BI-RUI-BR1;62.5;2026-06-04 08:24:41.523
BI-RUI-P006;74.1;2026-06-04 08:24:42.743
BI-RUI-008;56.243;2026-06-04 08:25:18.293
BI-RUI-C010;57.9;2026-06-04 08:25:19.717
BI-RUI-C012;68.2;2026-06-04 08:25:25.95
BI-RUI-010;60.707;2026-06-04 08:25:26.95
BI-RUI-P014;51.8;2026-06-04 08:25:30.233
BI-RUI-005;65.678;2026-06-04 08:25:33.907
BI-RUI-008;56.243;2026-06-04 08:25:37.767
BI-RUI-BR15;67.20;2026-06-04 08:25:50.33
BI-RUI-C016;57.9;2026-06-04 08:26:17.85
BI-RUI-C011;46.40;2026-06-04 08:26:33.557
BI-RUI-C012;57.8;2026-06-04 08:26:38.523
BI-RUI-022;65.80;2026-06-04 08:26:43.777
BI-RUI-C023;70.2;2026-06-04 08:26:46.23
BI-RUI-C032;53.00;2026-06-04 08:26:50.09
BI-RUI-P007;67.9;2026-06-04 08:26:55.857
BI-RUI-BR6;61.277;2026-06-04 08:27:02.793
BI-RUI-C012;63.5;2026-06-04 08:27:55.223
BI-RUI-C003;54.60;2026-06-04 08:28:04.287
BI-RUI-BR8;60.50;2026-06-04 08:28:10.133
BI-RUI-C019;48.10;2026-06-04 08:28:32.073
BI-RUI-C021;48.20;2026-06-04 08:28:34.103
BI-RUI-C013;62.6;2026-06-04 08:28:35.823
BI-RUI-P002;47.3;2026-06-04 08:28:44.497
BI-RUI-015;62.664;2026-06-04 08:28:55.467
BI-RUI-C012;60.9;2026-06-04 08:29:13.203
BI-RUI-C025;50.20;2026-06-04 08:29:42.583
BI-RUI-C023;70.6;2026-06-04 08:29:58.383
BI-RUI-C012;63.1;2026-06-04 08:30:30.107
BI-RUI-017;59.864;2026-06-04 08:30:30.827
BI-RUI-C014;55.50;2026-06-04 08:30:37.013
BI-RUI-004;68.041;2026-06-04 08:30:46.39
BI-RUI-P005;68.9;2026-06-04 08:30:51.937
BI-RUI-006;57.155;2026-06-04 08:31:14.457
BI-RUI-001;62.638;2026-06-04 08:31:23.71
BI-RUI-P001;68.9;2026-06-04 08:31:37.85
BI-RUI-C012;63.1;2026-06-04 08:31:46.663
BI-RUI-C005;60.3;2026-06-04 08:32:16.153
BI-RUI-C033;51.60;2026-06-04 08:32:48.16
BI-RUI-C026;57.7;2026-06-04 08:33:03.457
BI-RUI-C012;62.6;2026-06-04 08:33:04.143
BI-RUI-C024;67.9;2026-06-04 08:33:21.74
BI-RUI-C023;77.1;2026-06-04 08:33:27.803
BI-RUI-009;63.211;2026-06-04 08:33:30.6
BI-RUI-BR11;64.790;2026-06-04 08:33:50.23
BI-RUI-021;58.00;2026-06-04 08:34:17.92
BI-RUI-C012;63.5;2026-06-04 08:34:21.187
BI-RUI-C025;52.70;2026-06-04 08:35:09.273
BI-RUI-C018;52.40;2026-06-04 08:35:29.387
BI-RUI-023;69.90;2026-06-04 08:35:29.387
BI-RUI-C006;76.1;2026-06-04 08:35:32.637
BI-RUI-025;65.10;2026-06-04 08:35:38.26
BI-RUI-C012;63.8;2026-06-04 08:35:39.87
BI-RUI-C022;60.7;2026-06-04 08:35:43.387
BI-RUI-011;62.204;2026-06-04 08:36:07.5
BI-RUI-P012;70.8;2026-06-04 08:36:13.987
BI-RUI-C001;68.2;2026-06-04 08:36:17.283
BI-RUI-C008;60.7;2026-06-04 08:36:26.737
BI-RUI-007;63.793;2026-06-04 08:36:37.457
BI-RUI-C023;71.5;2026-06-04 08:36:41.35
BI-RUI-023;60.50;2026-06-04 08:36:54.147
BI-RUI-C012;60.6;2026-06-04 08:36:58.32
BI-RUI-P011;72.4;2026-06-04 08:37:01.743
BI-RUI-C034;53.90;2026-06-04 08:37:27.997
BI-RUI-BR2;61.8;2026-06-04 08:37:32.013
BI-RUI-P009;69.4;2026-06-04 08:37:33.73
BI-RUI-C012;61.3;2026-06-04 08:38:14.05
BI-RUI-C004;65.9;2026-06-04 08:38:30.287
BI-RUI-C017;53.50;2026-06-04 08:38:40.023
BI-RUI-C015;52.50;2026-06-04 08:38:54.493
BI-RUI-020;61.40;2026-06-04 08:39:10.67
BI-RUI-008;59.112;2026-06-04 08:39:14.42
BI-RUI-C002;60.5;2026-06-04 08:39:30.39
BI-RUI-C012;59.6;2026-06-04 08:39:31.767
BI-RUI-C031;50.60;2026-06-04 08:39:36.78
BI-RUI-BR1;61.8;2026-06-04 08:39:49.033
BI-RUI-C023;72.1;2026-06-04 08:39:59.817
BI-RUI-005;76.474;2026-06-04 08:40:23.087
BI-RUI-C025;49.20;2026-06-04 08:40:26.79
BI-RUI-P014;51.0;2026-06-04 08:40:30.557
BI-RUI-C010;55.2;2026-06-04 08:40:36.743
BI-RUI-010;60.358;2026-06-04 08:40:36.93
BI-RUI-C012;64.7;2026-06-04 08:40:47.7
BI-RUI-BR15;69.30;2026-06-04 08:41:14.983
BI-RUI-C016;61.0;2026-06-04 08:41:35.11
BI-RUI-BR6;59.401;2026-06-04 08:41:49.27
BI-RUI-022;66.90;2026-06-04 08:41:50.317
BI-RUI-P007;68.3;2026-06-04 08:41:56.333
BI-RUI-C011;46.60;2026-06-04 08:41:59.397
BI-RUI-C012;62.5;2026-06-04 08:42:04.117
BI-RUI-C032;56.90;2026-06-04 08:42:26.697
BI-RUI-C023;72.7;2026-06-04 08:43:06.733
BI-RUI-C003;54.20;2026-06-04 08:43:11.14
BI-RUI-C026;59.9;2026-06-04 08:43:21.487
BI-RUI-C012;61.6;2026-06-04 08:43:22.317
BI-RUI-BR8;64.70;2026-06-04 08:43:38.287
BI-RUI-P002;45.2;2026-06-04 08:43:45.037
BI-RUI-C021;48.20;2026-06-04 08:43:51.693
BI-RUI-C013;63.4;2026-06-04 08:43:52.007
BI-RUI-015;61.669;2026-06-04 08:43:55.697
BI-RUI-C019;50.10;2026-06-04 08:44:00.04
BI-RUI-C012;62.3;2026-06-04 08:44:28.793
BI-RUI-P010;68.2;2026-06-04 08:45:18.677
BI-RUI-017;57.631;2026-06-04 08:45:22.817
BI-RUI-019;68.831;2026-06-04 08:45:24.067
BI-RUI-C012;63.3;2026-06-04 08:45:38.507
BI-RUI-P005;69.3;2026-06-04 08:45:52.04
BI-RUI-C025;53.50;2026-06-04 08:45:52.9
BI-RUI-004;66.329;2026-06-04 08:45:54.917
BI-RUI-006;58.756;2026-06-04 08:46:02.247
BI-RUI-C014;55.80;2026-06-04 08:46:10.31
BI-RUI-C023;71.0;2026-06-04 08:46:16.513
BI-RUI-001;68.655;2026-06-04 08:46:20.7
BI-RUI-P001;63.9;2026-06-04 08:46:38.47
BI-RUI-C012;62.2;2026-06-04 08:46:56.863
BI-RUI-C005;60.2;2026-06-04 08:47:32.68
BI-RUI-C033;53.50;2026-06-04 08:48:12.61
BI-RUI-C012;61.7;2026-06-04 08:48:13.343
BI-RUI-009;65.878;2026-06-04 08:48:33.813
BI-RUI-C024;68.2;2026-06-04 08:48:41.3
BI-RUI-BR11;64.124;2026-06-04 08:48:57.38
BI-RUI-C012;58.9;2026-06-04 08:49:31.073
BI-RUI-C023;71.2;2026-06-04 08:49:34.463
BI-RUI-021;57.70;2026-06-04 08:49:35.247
BI-RUI-025;63.90;2026-06-04 08:50:54.9
BI-RUI-C022;60.9;2026-06-04 08:51:00.21
BI-RUI-C006;74.3;2026-06-04 08:51:00.633
BI-RUI-C018;54.00;2026-06-04 08:51:00.807
BI-RUI-C012;57.8;2026-06-04 08:51:00.93
BI-RUI-011;65.029;2026-06-04 08:51:05.417
BI-RUI-C025;52.80;2026-06-04 08:51:09.93
BI-RUI-P012;72.4;2026-06-04 08:51:14.463
BI-RUI-007;62.488;2026-06-04 08:51:39.937
BI-RUI-C001;66.9;2026-06-04 08:51:41.657
BI-RUI-C008;58.2;2026-06-04 08:51:44.703
BI-RUI-P011;70.3;2026-06-04 08:52:02.313
BI-RUI-023;70.30;2026-06-04 08:52:10.91
BI-RUI-C012;58.4;2026-06-04 08:52:17.613
BI-RUI-P009;69.7;2026-06-04 08:52:34.273
BI-RUI-C023;73.4;2026-06-04 08:52:47.68
BI-RUI-BR2;61.6;2026-06-04 08:52:47.993
BI-RUI-C034;51.60;2026-06-04 08:52:48.29
BI-RUI-P013;70.0;2026-06-04 08:53:00.84
BI-RUI-C012;63.2;2026-06-04 08:53:32.843
BI-RUI-C004;70.6;2026-06-04 08:53:41.19
BI-RUI-C026;56.9;2026-06-04 08:53:42.597
BI-RUI-C017;53.10;2026-06-04 08:54:08.16
BI-RUI-C015;54.10;2026-06-04 08:54:21.35
BI-RUI-008;55.931;2026-06-04 08:54:26.6
BI-RUI-P006;74.3;2026-06-04 08:54:43.323
BI-RUI-C012;61.7;2026-06-04 08:54:51.7
BI-RUI-C002;60.5;2026-06-04 08:54:53.683
BI-RUI-C031;51.20;2026-06-04 08:55:05.357
BI-RUI-BR1;57.7;2026-06-04 08:55:18.047
BI-RUI-020;61.20;2026-06-04 08:55:18.063
BI-RUI-010;70.703;2026-06-04 08:55:27.44
BI-RUI-P014;51.2;2026-06-04 08:55:30.783
BI-RUI-005;64.714;2026-06-04 08:55:32.36
BI-RUI-C010;57.0;2026-06-04 08:55:53.257
BI-RUI-C023;71.9;2026-06-04 08:56:04.71
BI-RUI-C012;59.8;2026-06-04 08:56:07.29
BI-RUI-BR15;68.60;2026-06-04 08:56:35.653
BI-RUI-C025;49.10;2026-06-04 08:56:36.09
BI-RUI-C031;49.60;2026-06-04 08:56:42.23
BI-RUI-BR6;59.417;2026-06-04 08:56:44.28
BI-RUI-C016;58.3;2026-06-04 08:56:52.843
BI-RUI-P007;68.2;2026-06-04 08:56:56.873
BI-RUI-022;65.00;2026-06-04 08:57:04.797
BI-RUI-C012;60.2;2026-06-04 08:57:25.47
BI-RUI-C011;46.60;2026-06-04 08:57:26.08
BI-RUI-C032;57.80;2026-06-04 08:57:37.647
BI-RUI-C003;53.60;2026-06-04 08:58:39.467
BI-RUI-C012;61.0;2026-06-04 08:58:41.373
BI-RUI-P002;45.7;2026-06-04 08:58:45.157
BI-RUI-C021;51.70;2026-06-04 08:58:59.8
BI-RUI-015;66.423;2026-06-04 08:59:00.517
BI-RUI-BR8;62.50;2026-06-04 08:59:05.347
BI-RUI-C013;62.7;2026-06-04 08:59:11.957
BI-RUI-C019;48.80;2026-06-04 08:59:20.003
BI-RUI-C023;71.1;2026-06-04 08:59:36.117
BI-RUI-C012;62.2;2026-06-04 08:59:48.667
BI-RUI-P010;69.1;2026-06-04 09:00:08.107
BI-RUI-C012;61.9;2026-06-04 09:01:23.133
BI-RUI-006;58.123;2026-06-04 09:01:23.133
BI-RUI-004;65.202;2026-06-04 09:01:23.133
BI-RUI-019;68.400;2026-06-04 09:01:23.133
BI-RUI-017;62.223;2026-06-04 09:01:23.133
BI-RUI-P005;71.7;2026-06-04 09:01:23.133
BI-RUI-001;72.600;2026-06-04 09:02:08.607
BI-RUI-019;68.400;2026-06-04 09:02:08.607
BI-RUI-C025;49.80;2026-06-04 09:02:08.607
BI-RUI-C014;56.10;2026-06-04 09:02:08.607
BI-RUI-P001;64.2;2026-06-04 09:02:08.607
BI-RUI-C005;63.8;2026-06-04 09:02:49.38
BI-RUI-C023;72.9;2026-06-04 09:02:53.99
BI-RUI-BR7;53.517;2026-06-04 09:03:21.9
BI-RUI-C014;52.20;2026-06-04 09:03:22.15
BI-RUI-C012;60.8;2026-06-04 09:03:28.493
BI-RUI-009;64.230;2026-06-04 09:03:31.84
BI-RUI-C033;55.30;2026-06-04 09:03:36.06
BI-RUI-C025;45.20;2026-06-04 09:03:46.59
BI-RUI-C026;56.6;2026-06-04 09:03:54.14
BI-RUI-BR11;67.791;2026-06-04 09:03:57.5
BI-RUI-C012;60.2;2026-06-04 09:04:45.867
BI-RUI-C024;67.3;2026-06-04 09:04:48.663
BI-RUI-021;55.30;2026-06-04 09:04:51.803
BI-RUI-C012;58.7;2026-06-04 09:06:02.253
BI-RUI-C023;71.5;2026-06-04 09:06:10.927
BI-RUI-025;64.60;2026-06-04 09:06:12.223
BI-RUI-C018;56.50;2026-06-04 09:06:12.317
BI-RUI-P012;70.6;2026-06-04 09:06:14.55
BI-RUI-011;66.261;2026-06-04 09:06:15.753
BI-RUI-C022;62.7;2026-06-04 09:06:16.94
BI-RUI-C006;76.6;2026-06-04 09:06:17.94
BI-RUI-007;62.360;2026-06-04 09:06:44.01
BI-RUI-C001;68.4;2026-06-04 09:07:02.167
BI-RUI-C008;59.5;2026-06-04 09:07:02.73
BI-RUI-P011;70.5;2026-06-04 09:07:02.95
BI-RUI-C012;60.1;2026-06-04 09:07:09.92
BI-RUI-023;68.80;2026-06-04 09:07:27.28
BI-RUI-P013;69.1;2026-06-04 09:08:01.49
BI-RUI-BR2;60.8;2026-06-04 09:08:05.503
BI-RUI-C034;55.20;2026-06-04 09:08:11.32
BI-RUI-C012;59.4;2026-06-04 09:08:16.083
BI-RUI-C004;67.6;2026-06-04 09:08:49.433
BI-RUI-008;55.243;2026-06-04 09:09:21.203
BI-RUI-C023;76.2;2026-06-04 09:09:29.66
BI-RUI-C012;60.2;2026-06-04 09:09:32.97
BI-RUI-C017;54.40;2026-06-04 09:09:36.47
BI-RUI-P006;74.6;2026-06-04 09:09:43.677
BI-RUI-C025;48.00;2026-06-04 09:09:44.143
BI-RUI-C015;52.70;2026-06-04 09:09:49.223
BI-RUI-C002;61.0;2026-06-04 09:10:04.303
BI-RUI-P014;51.6;2026-06-04 09:10:31.043
BI-RUI-005;64.972;2026-06-04 09:10:32.713
BI-RUI-020;61.30;2026-06-04 09:10:34.933
BI-RUI-BR1;59.2;2026-06-04 09:10:35.09
BI-RUI-010;68.921;2026-06-04 09:10:36.84
BI-RUI-C012;60.4;2026-06-04 09:10:49.2
BI-RUI-C010;55.2;2026-06-04 09:11:15.597
BI-RUI-BR15;67.50;2026-06-04 09:11:48.85
BI-RUI-BR6;55.732;2026-06-04 09:11:56.617
BI-RUI-C012;64.8;2026-06-04 09:12:07.12
BI-RUI-C031;51.30;2026-06-04 09:12:10.073
BI-RUI-C016;59.7;2026-06-04 09:12:21.153
BI-RUI-022;65.00;2026-06-04 09:12:23.967
